"","CrudeID","Name","Title1","Title2","Country","State","Region","SulfurType","Owner","ShareOwned","SampleID","AssayYear","AssayDate","AssayQuality","Reference","Production","C2_Vol","C3_Vol","IC4_Vol","NC4_Vol","IC5_Vol","NC5_Vol","CP_Vol","C2_Wt","C3_Wt","IC4_Wt","NC4_Wt","IC5_Wt","NC5_Wt","CP_Wt","Fahr_or_Cel","LE_or_GC","YieldCurveUnits","Cal2Ver","Comments","CRUFileSource","ProjectName","RunDate","SmoothDataConf","AssayLibrary","PTI_CIMSGradeID","CrudeType","ChemicalClass","Laboratory","LabSourceRef","LoadPort","LPCode","UserDefRegion","intCrudeID","AssayFile","CRUPath","ReferenceCode","EquityOwnership","TradedCrudeName","YearAddedToLibrary","SulfurCategory","SteelCorrosivity"
"19","ALSHA287","Al Shaheen (Its)'02",NA,NA,"Qatar",NA,"Middle East","High",NA,NA,NA,2002,NA,"Good",NA,NA,0.003744,0.279643,0.283639,0.910375,1.192114,0.913602,0.101173,0.001511,0.160738,0.180825,0.602333,0.843131,0.652875,0.085965,"C","Y","W","HCSM 5.93","ITS 2002 assay. API is down 2 api. Crude is 28.7 api, 2.26 wt% S, 400
ppm reported mercaptan s, 610-660 ppm nitrogen (which seems a bit low),
-21,-33C/-5/-25F pour, 0.7 wt% asphaltenes, no detected Hg or Pb, 15
wt% wax, 0.48 mg KOH/g acid, 22 kPa/3.3 psi RVP. Resid reported
nitrogen of 1600 ppm is too low to be consistent with whole crude
nitrogen. Lab data ignored on resid. MAY 2003 PTI DATA: CURRENT CARGO
DATA (27.4 API) IS 0.8 API HEAVIER THAN THE AVERAGE CARGO DATA FOR
MARCH '03 (28.2 API).""
*** The GC Analysis Covers  14.0 LV%  of crude up to a TBP of   138.9  deg. C.
","CVX","CUT SET 1","11/06/18","Good","CVX","ALSHAHEEN","Medium","Intermediate",NA,NA,NA,NA,NA,"ALSHA287","ALSHA287.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\ALSHA287.CRU","ALSHA287-R",FALSE,"Al Shaheen",2005,"Sweet",NA
"20","ASGRD520","Aasgard Blend (Statoil) Jun 30 '",NA,NA,"Norway","Norway","Europe","Low",NA,NA,NA,2015,"6/30/2015",NA,"Statoil.com",NA,0.058678,1.03717,1.323184,4.364723,3.332968,4.358072,0.348611,0.02712,0.682866,0.966239,3.307848,2.700109,3.567304,0.339289,"C","Y","W","HCSM 5.93","Asgard blend is a light (52 degrees API), low sulfur (0.1 wt percent)
condensate produced from several fields in the Norwegian Sea, including
Asgard, Haltenbank South, Asgard Condensate, and Yttergryta
Condensate)which are blended in the Asgard-A platform of the Asgard
FPSO then stored in the Asgard-C platform. Midgard, Smorbukk, and
Smorbukk South  fields all contribute to the Asgard crude while the
Haltenbank South  crude is comprised of the Kristin, Trestall, and
Tyrihans field. Asgard  Condensate includes production from the Mikkel
and Morvin fields, and  Yttergryta is a gas field. The Asgard
development is the largest  development on the Norwegian continental
shelf. Asgard initial  recoverable reserves were 643 million barrels of
oil, 454 million  barrels of LPG, 108 million barrels of condensate and
7.304 tcf gas.  Remaining reserves are 90 million barrels of oil, 138
million barrels  of LPG, and 2.727 tcf gas. Production averaged 106,000
b/d of liquids  (50,000 b/d of oil and 56,000 b/d) of NGL in 2015. Each
field has  different owners, however Statoil operates all the fields
and has a  46.45 percent average weighted holding. Average holdings for
other  Norwegian owned Petro is 19.12 percent, Eni is 12.77 percent,
Total is  11.68 percent and Exxon is 9.98 percent.
*** The GC Analysis Covers  51.5 LV%  of crude up to a TBP of   145.6  deg. C.
","CVX","CUT SET 1","11/06/18",NA,"CVX","ASGARD","Extra Light","Intermediate","Statoil",NA,"Asgaard Field",NA,"Alvhelm FPSO","ASGRD520","ASGRD520.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\ASGRD520.CRU","ASGRD520",FALSE,"Asgard Cond",2015,"Sweet",NA
"21","ABO357","Abo Exp Bld (AGIP) '09",NA,NA,"Nigeria",NA,"Africa","Low",NA,NA,NA,2009,"4/30/2009","D","AGIP",NA,0.060804,0.460159,0.521452,1.606221,1.340642,1.384342,0.236467,0.025607,0.276055,0.34696,1.109163,0.98961,1.032501,0.209701,"C","Y","W","HCSM 5.93","AGIP ASSAY.  FPSO LOADED. ABO IS NIGERIA'S FIRST PRODUCING DEEPWATER
OIL FIELD. ABO LIES NEARLY 90 MILES SE OF LAGOS. ENI OPERATES THIS
FIELD ON BEHALF OF THE NIGERIAN NATIONAL PETROLEUM. Assay is incomplete
and limited in data. H2S DISSOLVED below detection limit
*** The GC Analysis Covers  23.3 LV%  of crude up to a TBP of   135.0  deg. C.
","CVX","CUT SET 1","11/06/18","Excellent","CVX","ABO","Light","Naphthenic",NA,NA,NA,NA,NA,"ABO357","ABO357.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\ABO357.CRU","ABO357-1D",FALSE,"Abo",2009,"Sweet",NA
"22","ABOLT375","Abo Fld (Agip)'03",NA,NA,"Nigeria",NA,"Africa","Low",NA,NA,NA,2003,"2003","Poor",NA,NA,0.004676,0.473278,0.706076,2.534726,1.68002,1.574142,0.26386,0.00199,0.286981,0.474862,1.769178,1.253477,1.186701,0.236513,"C","Y","W","HCSM 5.93","2003 ABO CRUDE. AGIP ASSAY.  FPSO LOADED. ABO IS
NIGERIA'S FIRST PRODUCING DEEPWATER OIL FIELD. ABO
LIES NEARLY 90 MILES SE OF LAGOS.  ENI OPERATES
THIS FIELD ON BEHALF OF THE NIGERIAN NATIONAL
PETROLEUM CORP (NNPC)  AS-RECEIVED CRUDE DATA
SHOWS 0.14 WT% S, 5 PPM MERCAPTAN S, 6 PPM NI, <2
PPM V,  <1 PPM FE, 0.90 MG KOH/G ACID, 2.65 CST
VISCOSITY @ 104F,  2.21 CST VISCOSITY @122F, 1.5
WT% MCRT, 0.57 WT% ASPHALTENES (HC7), 0.2 WT% KF
WATER. MISSING DHA SO ASSAY QUALITY RATED AS POOR.
*** The GC Analysis Covers  33.4 LV%  of crude up to a TBP of   168.3  deg. C.
","CVX","CUT SET 1","11/06/18","Excellent","CVX","ABO","Light","Intermediate",NA,NA,NA,NA,NA,"ABOLT375","ABOLT375.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\ABOLT375.CRU","ABOLT375-R",FALSE,"Abo",2004,"Sweet",NA
"23","ABQAQ376","Abqaiq 'D' - Onsh 1982",NA,NA,"Saudi Arabia",NA,"Middle East","Medium",NA,NA,NA,1982,"1982","Good",NA,NA,0.00684,0.29412,0.1938,1.05564,0.88008,1.73052,0.08892,0.002913,0.178451,0.130415,0.737247,0.657023,1.305361,0.079751,"C","Y","W","HCSM 5.93","1982  SAMPLE AND CRC ANALYSIS. LVGO/HVGO WAX 9.3/7.1 WT%.
*** The GC Analysis Covers  22.8 LV%  of crude up to a TBP of   148.9  deg. C.
","CVX","CUT SET 1","11/06/18","Excellent","CVX","ABQAIQ","Light","Intermediate",NA,NA,NA,NA,NA,"ABQAQ376","ABQAQ376.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\ABQAQ376.CRU","ABQAQ376-R",FALSE,"Abqaiq",1996,"Sour",NA
"24","AABKH317","Abu Al Bu Khoosh 1976",NA,NA,"UAE","Abu Dhabi","Middle East","High",NA,NA,NA,1976,"1976","Poor",NA,NA,0.00366,0.09882,0.13359,0.65514,0.78873,1.32126,0.11163,0.001504,0.057865,0.086761,0.441579,0.568282,0.961876,0.096626,"C","Y","W","HCSM 5.93","1976 SAMPLE AND CRC ANALYSIS. PRODUCED FROM SAME FIELD AS
  SASSAN CRUDE. CRUDE IS LOADED FROM STORAGE TANKER
  IN OFFSMiddle East
1983 OGJ DATA: 31.6 API, 2.0 WT% S, -25 F POUR,
    6.7 CSTS VISCOSITY AT 100F, 3.5 PSI RVP.
*** The GC Analysis Covers  18.3 LV%  of crude up to a TBP of   148.9  deg. C.
","CVX","CUT SET 1","11/06/18","Excellent","CVX","ABK","Light","Intermediate",NA,NA,NA,NA,NA,"AABKH317","AABKH317.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\AABKH317.CRU","AABKH317-R",FALSE,"Abu Al Bu Khoosh",1996,"Sour",NA
"25","AABKH354","Abu Al Bukhoosh (Elf)'01",NA,NA,"UAE","Abu Dhabi","Middle East","High",NA,NA,NA,2001,"2001","Poor",NA,NA,0.020924,0.241875,0.588825,0.189226,2.000026,1.469926,0.164925,0.008796,0.144843,0.391086,0.130434,1.473693,1.094366,0.145994,"C","Y","W","HCSM 5.93","MAY 2001 ELF ASSAY ON WEBSITE.
WHOLE CRUDE IS 35.4 API, 9.0 CST AT 50F, -13C/9F POUR,
23 KPA/3.3 PSI RVP, 1.5 WT% S, 275 PPM MERCAPTAN S, 26 PPM
H2S!, 0.11 MG KOH/G ACID, 3.4 PPM NI, 8.5 PPM V.
MISSING C5-300 DHA, NO RESID POUR, NO RSH, LIMITED PNA DATA,
LIMITED VISCOSITY DATA, ONE DISTILLATE AND ONE RESID NITROGEN.
*** The GC Analysis Covers  22.5 LV%  of crude up to a TBP of   144.3  deg. C.
","CVX","CUT SET 1","11/06/18","Good","CVX","ABK","Light","Intermediate",NA,NA,NA,NA,NA,"AABKH354","AABKH354.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\AABKH354.CRU","AABKH354-OLDLIB",FALSE,"Abu Al Bu Khoosh",2003,"Sour",NA
"26","ABU376","ABU Exp Bld (Petronas) '07",NA,NA,"Malaysia","Sarawak","Far East","Low",NA,NA,NA,2007,"11/1/2007","B","Petronas",NA,0.023243,0.35548,0.337802,1.037046,0.849979,0.826057,0.117736,0.0099,0.21568,0.227318,0.724261,0.634551,0.623109,0.105596,"C","Y","W","HCSM 5.93","Original discoveries were by XOM.  Newfield is current operator.
Newfield’s offshore peninsular operations in Malaysia includes two
field developmentare in shallow water PSCs PM318/AAKBNLP and include 2
fields: the Abu and Puteri oil fields.  The FSPO is under
construction and the production will be commingled when all of the
fields are online.
COPPER below detection limit
LEAD below detection limit
*** The GC Analysis Covers  14.7 LV%  of crude up to a TBP of   133.4  deg. C.
","CVX","CUT SET 1","11/06/18","Excellent","CVX","ABU","Light","Paraffinic",NA,NA,NA,NA,NA,"ABU376","ABU376.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\ABU376.CRU","ABU376-B",FALSE,"ABU",2008,"Sweet",NA
"27","ABHDR344","Abu Hadriya - Onsh 1982",NA,NA,"Saudi Arabia",NA,"Middle East","High",NA,NA,NA,1982,"1982","Good",NA,NA,0.00177,0.07434,0.07257,0.38586,0.47967,0.97881,0.05664,0.00074,0.044251,0.047911,0.264381,0.351321,0.724362,0.049838,"C","Y","W","HCSM 5.93","1982 SAMPLE & CRC ANALYSIS. THIS IS A FIELD PRODUCTION FROM
  HADRIYA & A & B & D & FADHILI ZONES.
WHOLE CRUDE DATA: 40 PPM MERCAPTANS. NO FREE H2S DETECTED.
  LVGO/HVGO DATA: 12.9/11.3 WT% WAX.
*** The GC Analysis Covers  17.7 LV%  of crude up to a TBP of   149.0  deg. C.
","CVX","CUT SET 1","11/06/18","Excellent","CVX","ABUHADRIYA","Light","Intermediate",NA,NA,NA,NA,NA,"ABHDR344","ABHDR344.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\ABHDR344.CRU","ABHDR344-R",FALSE,"Abu Hadriya",1996,"Sour",NA
"28","ABGBR379","Abu-Gabra No. 1 1979",NA,NA,"Sudan",NA,"Africa","Low",NA,NA,NA,1979,"1979","Poor",NA,NA,0.00202,0.14039,0.12322,0.44137,0.35148,0.65246,0.06868,0.000862,0.08533,0.083066,0.308795,0.262863,0.493035,0.061708,"C","Y","W","HCSM 5.93","1979 DISCOVERY OF ABU GABRA NO.1. WAX IN VGO IS 44-47 WT%.
*** The GC Analysis Covers  10.1 LV%  of crude up to a TBP of   141.8  deg. C.
","CVX","CUT SET 1","11/06/18","Excellent","CVX","ABUGABRA","Light","Paraffinic",NA,NA,NA,NA,NA,"ABGBR379","ABGBR379.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\ABGBR379.CRU","ABGBR379-R",FALSE,"Nile Blend",1996,NA,NA
"29","AWB222","Access Western Blend (CVX) Feb 9",NA,NA,"USA","Texas","North America","High",NA,NA,NA,2015,"4/15/2015",NA,"CVX",NA,0.013228,0.131987,0.334991,1.145818,4.409355,4.52182,0.141393,0.005121,0.072785,0.204891,0.727327,2.991925,3.100162,0.115261,"C","Y","W","HCSM 5.93","Access Western Blend (AWB) is a medium gravity (22.2 degrees ), high
sulfur (3.71 wt percent) dilbit (diluted bitumen) with a high As
concentration (122 ppb). It is produced from MEG Energy's Christina
Lake Project and Devon's Jackfish Project, two steam assisted gravity
drainage (SAGD) heavy oil producing facilities located in Alberta,
Canada. The Christina Lake area holds an estimated 6 billion barrels of
bitumen in place, of which 1.124 billion barrels are recoverable and
about 1.026 million barrels remain. The MEG Energy operated Christina
Lake consists of three phases. Phase 1 and 2A began in 2008 and
produces 47,000 b/d (2016). Phase 2B began production in 2013 and is
expected to produce 45,000 b/d (2016). Phase 3 is in various stages of
regulatory approval, however once completed, total production capacity
is expected to reach 253,000 b/d. Devon Energy owns and operates the
Jackfish project located 10 miles SE of Conklin, Alberta. Jackfish is
also a three phase project, each with a production capacity of 35,000
b/d, in various stages of development. Phase 1 started up in 2007 and
Phases 2 and 3 started up in 2015. Total production from all three
phases is 97,000 b/d (2016). Jackfish holds 881 million barrels of
recoverable reserves, of which 827 million boe remains. Bitumen is
recovered from the oil sands using the SAGD process then diluent is
added so that it can be transported through the Access Pipeline, a two
pipeline systems that consists of a 345 km diluent pipeline (Diluent)
and a 295 kilometer blended bitumen (dilbit) pipeline. The Diluent
system originates at Edmonton and supplies diluent to the SAGD
facilities and the Blend system originates at the north end of the
Access System and delivers the AWB to Enbridge tankage at Edmonton,
Canada. Access Pipeline is a joint venture between Devon Energy (50
percent) and MEG Energy (50 percent).
*** The GC Analysis Covers  22.8 LV%  of crude up to a TBP of   134.1  deg. C.
","CVX","CUT SET 1","11/06/18",NA,"CVX","ACCESSWEST","Medium","Naphthenic","CVX",NA,NA,NA,"Texas Gulf","AWB222","AWB222.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\AWB222.CRU","AWB222",FALSE,"Access Western Blend (AWB) - USG",2016,"Medium",NA
"30","AWB228","Access Western Blend (MAX) '11",NA,NA,"Canada","Alberta","North America","High",NA,NA,NA,2011,"6/1/2011",NA,"MEG",NA,0.0022,0.038912,0.087712,0.709351,9.353573,3.632909,0.31935,0.000854,0.021528,0.053823,0.451751,6.367618,2.498903,0.261184,"C","Y","W","HCSM 5.93","Access Western Blend (AWB) is a medium gravity (22.7 deg API), high
sulfur (4 wt percent) and high acid (1.7 mg KOH/g) dilbit (diluted
bitumen) produced from MEG Energy's Christina Lake Project and Devon's
Jackfish Project. Both are Steam Assisted Gravity Drainage (SAGD) heavy
oil producing facilities located in Alberta, Canada. MEG Energy s
operated Christina Lake Prospect is located next to Cenovus Energy's
operated Christina Lake project however, they are independent projects.
The entire Christina Lake area holds an estimated 6 billion barrels of
bitumen in place, of which 2.8 billion barrels are recoverable. MEG s
Christina Lake project is developing in three phases. Phase 1 began in
2008 and produces 3,000 b/d. Phase 2 initiated in 2009 and produces
22,000 b/d. Phase 2B, an expansion of Phase 2, and Phase 3 are in
various stages of regulatory approval. Once completed, total production
capacity is expected to reach 210,000 b/d. Devon Energy owns and
operates the Jackfish project located 10 miles SE of Conklin, Alberta.
Jackfish is also a three phase project in various stages of
development. Each phase will have a 35,000 b/d production capacity and
each have est-imated recoverable reserves of 300 million (900 million
boe total). Phase 1 started up in 2007 and produced 27,000-28,000 b/d
in 2010. Phase 2 is expected to reach full production in 2012 and Phase
3 planned startup is targeted for 2015. The SAGD process recovers
bitumen from oil sands by injecting steam through an injection well
into the oil sands formation to liquify the bitumen. The liquefied
bitumen flows down to the production well which is located below the
steam injection well. The bitumen and condensed water from the steam
flows to the surface wellhead and is transported to a processing
facility where the water and other impurities are removed. Diluent is
then added to the bitumen to keep it in liquid form so that it can be
transported through the Access Pipeline, a two pipeline systems that
consists of a 345 km diluent pipeline (Diluent) and a 295 km blended
bitumen (Blend) pipeline. The Diluent system originates at Edmonton and
supplies diluent to the SAGD facilities while the Blend system delivers
SAGD dilbit to Enbridge tankage at Edmonton, Canada where it is
available for upgrading in the Edmonton area and for export on the
Enbridge and KinderMorgan systems. Access Pipeline is a joint venture
between Devon Energy (50 percent) and MEG Energy (50 percent).
*** The GC Analysis Covers  27.2 LV%  of crude up to a TBP of   148.3  deg. C.
","CVX","CUT SET 1","11/06/18",NA,"CVX","ACCESSWEST","Medium","Intermediate","Maxxam",NA,NA,NA,"Edmonton","AWB228","AWB228.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\AWB228.CRU","AWB228",FALSE,"Access Western Blend (AWB)",2011,"Medium",NA
"31","AWB209","Access Western Blend (MAX) Oct '",NA,NA,"Canada","Alberta","North America","High",NA,NA,NA,2013,"10/3/2013",NA,"Commercial Integration (SRoat)",NA,0,0.01651,0.037264,0.445897,4.432014,7.198511,0.301891,0,0.009028,0.0226,0.280655,2.981956,4.893709,0.244022,"C","Y","W","HCSM 5.93","Access Western Blend (AWB) is a heavy (20.9 degrees ), high sulfur
(4.08 wt percent) and high acid (1.8 mg KOH/g) crude oil produced from
MEG Energy's Christina Lake Project and Devon's Jackfish Project, two
steam assisted gravity drainage (SAGD) heavy oil producing facilities
located in Alberta, Canada. The Christina Lake area holds an estimated
6 billion barrels of bitumen in place, of which 2.46 billion barrels
are recoverable and about 2.417 million barrels remain. The MEG Energy
operated Christina Lake consists of three phases. Phase 1 and 2A began
in 2008 and produces 38,000 b/d (2014). Phase 2B began production in
2013 and is expected to produce 27,000 b/d (2014). Phase 3 is in
various stages of regulatory approval, however once completed, total
production capacity is expected to reach 253,000 b/d. Devon Energy owns
and operates the Jackfish project located 10 miles SE of Conklin,
Alberta. Jackfish is also a three phase project, each with a production
capacity of 35,000 b/d, in various stages of development. Phase 1
started up in 2007 and is currently at full production capacity. Phase
2 is expected to reach full production capacity in 2015 and Phase 3
planned startup is targeted for 2014 and will reach full capacity by
2017. Jackfish holds recoverable reserves of 900 million boe, of which
827 million boe remains. Bitumen is recovered from the oil sands using
the SAGD process then diluent is added so that it can be transported
through the Access Pipeline, a two pipeline systems that consists of a
345 km diluent pipeline (Diluent) and a 295 km blended bitumen (dilbit)
pipeline. The Diluent system originates at Edmonton and supplies
diluent to the SAGD facilities and the Blend system originates at the
north end of the Access System and delivers the AWB to Enbridge tankage
at Edmonton, Canada. Access Pipeline is a joint venture between Devon
Energy (50 percent) and MEG Energy (50 percent).
*** The GC Analysis Covers  26.0 LV%  of crude up to a TBP of   143.9  deg. C.
","CVX","CUT SET 1","11/06/18",NA,"CVX","ACCESSWEST","Heavy","Intermediate","Maxxam",NA,"Edmonton",NA,"Edmonton","AWB209","AWB209.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\AWB209.CRU","AWB209",FALSE,"Access Western Blend (AWB)",2014,"Sweet",NA
"32","ACSWB228","Access Western Blend AWB (CCQA)",NA,NA,"Canada","Alberta","North America","High",NA,NA,NA,2011,"4/18/2011",NA,"Crude Monitor",NA,0.068487,0.050146,0.406735,0.28655,3.598517,3.91493,0.20797,0.026617,0.027762,0.249751,0.182608,2.451346,2.694638,0.170201,"C","Y","W","HCSM 5.93","Access Western Blend (AWB) is a medium gravity (22.8 deg API), high
sulfur (3.85 wt percent) and high acid (1.7 mg KOH/g) dilbit (diluted
bitumen) produced from MEG Energy's Christina Lake Project and Devon's
Jackfish Project. Both are Steam Assisted Gravity Drainage (SAGD) heavy
oil producing facilities located in Alberta, Canada. MEG Energy s
operated Christina Lake Prospect is located next to Cenovus Energy's
operated Christina Lake project however, they are independent projects.
The entire Christina Lake area holds an estimated 6 billion barrels of
bitumen in place, of which 2.8 billion barrels are recoverable. MEG s
Christina Lake project is developing in three phases. Phase 1 began in
2008 and produces 3,000 b/d. Phase 2 initiated in 2009 and produces
22,000 b/d. Phase 2B, an expansion of Phase 2, and Phase 3 are in
various stages of regulatory approval. Once completed, total production
capacity is expected to reach 210,000 b/d. Devon Energy owns and
operates the Jackfish project located 10 miles SE of Conklin, Alberta.
Jackfish is also a three phase project in various stages of
development. Each phase will have a 35,000 b/d production capacity and
each have est-imated recoverable reserves of 300 million (900 million
boe total). Phase 1 started up in 2007 and produced 27,000-28,000 b/d
in 2010. Phase 2 is expected to reach full production in 2012 and Phase
3 planned startup is targeted for 2015. The SAGD process recovers
bitumen from oil sands by injecting steam through an injection well
into the oil sands formation to liquify the bitumen. The liquefied
bitumen flows down to the production well which is located below the
steam injection well. The bitumen and condensed water from the steam
flows to the surface wellhead and is transported to a processing
facility where the water and other impurities are removed. Diluent is
then added to the bitumen to keep it in liquid form so that it can be
transported through the Access Pipeline, a two pipeline systems that
consists of a 345 km diluent pipeline (Diluent) and a 295 km blended
bitumen (Blend) pipeline. The Diluent system originates at Edmonton and
supplies diluent to the SAGD facilities while the Blend system delivers
SAGD dilbit to Enbridge tankage at Edmonton, Canada where it is
available for upgrading in the Edmonton area and for export on the
Enbridge and KinderMorgan systems. Access Pipeline is a joint venture
between Devon Energy (50 percent) and MEG Energy (50 percent).
*** The GC Analysis Covers  24.6 LV%  of crude up to a TBP of   135.0  deg. C.
","CVX","CUT SET 1","11/06/18",NA,"CVX","ACCESSWEST","Medium","Intermediate","Crude Quality Inc",NA,NA,NA,"Edmonton","ACSWB228","ACSWB228.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\ACSWB228.CRU","ACSWB228",FALSE,"Access Western Blend (AWB)",2011,"Sweet",NA
