"","CrudeID","Name","Title1","Title2","Country","State","Region","SulfurType","Owner","ShareOwned","SampleID","AssayYear","AssayDate","AssayQuality","Reference","Production","C2_Vol","C3_Vol","IC4_Vol","NC4_Vol","IC5_Vol","NC5_Vol","CP_Vol","C2_Wt","C3_Wt","IC4_Wt","NC4_Wt","IC5_Wt","NC5_Wt","CP_Wt","Fahr_or_Cel","LE_or_GC","YieldCurveUnits","Cal2Ver","Comments","CRUFileSource","ProjectName","RunDate","SmoothDataConf","AssayLibrary","PTI_CIMSGradeID","CrudeType","ChemicalClass","Laboratory","LabSourceRef","LoadPort","LPCode","UserDefRegion","intCrudeID","AssayFile","CRUPath","ReferenceCode","EquityOwnership","TradedCrudeName","YearAddedToLibrary","SulfurCategory","SteelCorrosivity"
"580","CNDON261","Canadon Seco Exp(Ypf)'90",NA,NA,"Argentina",NA,"Latin America","Low",NA,NA,NA,1990,"1990","Obsl",NA,NA,0.012,0.15,0.2,0.16,0.33,0.58,0.022,0.004763,0.08482,0.125434,0.104143,0.229607,0.407751,0.01839,"C","Y","W","HCSM 5.93","1990 SAMPLE.  DATA PROVIDED BY HARBOR ENERGY MOST
  LIKELY BY YPF (YACIMIENTOS PETROLIFEROS FISCALES),
  ARGENTINA.
CRUDE IS FROM THE CANADON SECO FIELDS.  ALL OF THE
  FIELDS IN THIS SEGREGATION ARE FROM THE SAN JORGE BASIN
  COLLECTED IN CALETA OLIVIA/COMODORO RIVADAVIA TERMINAL IN
  SAN JORGE GULF ON THE ATLANTIC IN SANTA CRUZ PROVINCE.
  CRUDES IN THE BLEND ARE 23-28 API, 0.1-0.2 WT% S, ABOUT 7% WAX.
WHOLE CRUDE: 26.1 API, 0.18 WT% S, SWEET, 1.4 PSI RVP, 0.66 MG
  KOH/G ACID, 36 LB/1000 BBLS SALT, ABOUT 2800 PPM N2.
DISTILLATE VISCOSITY DATA AND ATMOSPHERIC DISTILLATION N2
  DATA ARE EXTREMELY LIMITED.
NAPHTHA ISOMER DISTRIBUTION BASED ON MASS BALANCE, OTHER DATA
  IN FILES, AND ENGINEERING JUDGEMENT. PLEASE NOTE ****************
*** The GC Analysis Covers  10.0 LV%  of crude up to a TBP of   148.9  deg. C.
","CVX","CUT SET 1","11/06/18","Excellent","CVX","CANADONSEC","Medium","Paraffinic",NA,NA,NA,NA,NA,"CNDON261","CNDON261.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\CNDON261.CRU","CNDON261-R",FALSE,"Canadon Seco",1996,"Sweet",NA
"581","CNCRK408","Cane Creek (CVX) '14",NA,NA,"USA","Utah","North America","Low",NA,NA,NA,2014,"1/9/2015",NA,"CVX",NA,0.058019,0.549133,0.306159,1.307679,0.827068,1.582433,0.086482,0.02518,0.33949,0.20993,0.93058,0.629152,1.216284,0.079035,"C","Y","W","HCSM 5.93","Cane Creek is a light (40.8 degrees API), low sulfur (0.06 wt percent)
crude oil with a high measured pour point (65.9 degrees F). It is
produced from several small fields in the Cane Creek Shale area of the
Paradox Basin which covers 13,900 square miles across southeast Utah
and southwest Colorado. Fidelity Exploration and Production Company, a
subsidiary of MDU Resourced Group, operates the field and holds 130,000
net acres of which, about 1 percent is developed.
*** The GC Analysis Covers  17.1 LV%  of crude up to a TBP of   136.0  deg. C.
","CVX","CUT SET 1","11/06/18",NA,"CVX","CANECREEK","Extra Light","Paraffinic","CVX",NA,NA,NA,"Utah","CNCRK408","CNCRK408.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\CNCRK408.CRU","CNCRK408",TRUE,"Cane Creek",2017,"Sour",NA
"582","CNLMN302","Cano Limon (CVX) Oct '12",NA,NA,"Colombia",NA,"Latin America","Low",NA,NA,NA,2012,"4/17/2013",NA,"CVX",NA,0.0067,0.062901,0.095388,0.198858,0.388056,0.411036,0.021935,0.002729,0.036494,0.061381,0.132803,0.277025,0.296484,0.018812,"C","Y","W","HCSM 5.93","Cano Limon, one of Columbia's largest oil fields, is in the Cravo Norte
license in the eastern Llanos Basin located in the eastern province of
Arauca near the Colombian-Venzuelan border. The field was discovered in
1983 and came on stream in 1985. Cano Limon includes the Cravo Norte,
Cosecha, and Rondon areas. The produced crude oil is medium gravity
(29.6 degrees API) and low sulfur (0.51 wt percent). Total initial
recoverable reserves were 1.609 billion boe. Most of the reserves lie
in the Cravo Norte Block (1.524 billion boe). Smaller volumes reside in
the Cosecha and Rondon fields (33 million and 47 million boe,
respectively). In 2013, remaining reserves were 107 million, with 77
million boe in the Cravo Norte Block, 7 million in the Cosecha Area and
23 million boe in the Rondon Area. Production has been steadily
declining since reaching 100,000 b/d in 2007. Production in 2012
averages 60,000 b/d (43,000 b/d from the Cravo Norte Block and 7,000
b/d from Cosecha and 10,000 b/d from Rondon). Ouput from Cano Limon is
exported to Covenas via a 490 mile Ecopetrol operated pipeline.
Occidental operates the fields and holds a 43.75 percent interest.
Other partners are Ecopetrol (50 percent) and Repsol-YPF SA (6.25
percent). Neat Cano Limon has not been available since October 2012
because Ecopetrol, the operator, has been blending the crude with
Vasconia.
*** The GC Analysis Covers   9.7 LV%  of crude up to a TBP of   132.4  deg. C.
","CVX","CUT SET 1","11/06/18",NA,"CVX","CANOLIMON","Medium","Intermediate","CVX",NA,NA,NA,"Colombia","CNLMN302","CNLMN302.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\CNLMN302.CRU","CNLMN302",FALSE,"Cano Limon",2014,"Sweet",NA
"583","CNLM300C","Cano Limon Exp Bld (Calc) '07",NA,NA,"Colombia",NA,"Latin America","Low",NA,NA,NA,2007,"1/1/2007","Poor","Calculated",NA,0.002247,0.058134,0.07302,0.211338,0.308471,0.42287,0.022753,0.000914,0.033686,0.046929,0.140963,0.219939,0.304642,0.019489,"C","Y","W","HCSM 5.93","data of recent discharge port sjow change in gravity in mid 2007 at 30
API. Caño Limon, located in northeastern Colombia in the department of
Arauca on the border with Venezuela, is the country's second largest
oilfield. Oil extracted from this field is transported through the Caño
Limon-Coveñas pipeline, which runs from Arauca to the department of
Sucre. It is 490 miles (780 kms) long and can transport approximately
130,000 barrels a day from Caño Limon to the Caribbean port The
pipeline is jointly owned by ECOPETROL and U.S.-based Occidental
Petroleum. Oil production is carried out through the Cravo Norte
Association (CNA), a joint venture between these two companies, as well
as the Spanish company Repsol of Coveñas
*** The GC Analysis Covers  10.2 LV%  of crude up to a TBP of   137.2  deg. C.
","CVX","CUT SET 1","11/06/18","Excellent","CVX","CANOLIMON","Medium","Intermediate",NA,NA,NA,NA,NA,"CNLM300C","CNLM300C.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\CNLM300C.CRU","CNLM300S-C",FALSE,"Cano Limon",2008,"Sweet",NA
"584","CNLMN296","Cano Limon Exp Bld (CVX) '11",NA,NA,"Colombia",NA,"Latin America","Medium",NA,NA,NA,2011,"2/14/2012",NA,"CVX",NA,0.002,0.026862,0.046616,0.107082,0.247767,0.275502,0.015034,0.000812,0.015527,0.029885,0.071247,0.17622,0.197984,0.012846,"C","Y","W","HCSM 5.93","Cano Limon, one of Columbia's largest oil fields, is in the Cravo Norte
license in the eastern Llanos Basin located in the eastern province of
Arauca near the Colombian-Venzuelan border. The field was discovered in
1983 and came on stream in 1985. Cano Limon includes the Cravo Norte,
Cosecha, and Rondon areas. The produced crude oil is medium gravity
(29.6 degrees API) and low sulfur (0.51 weight percent). Initial
recoverable reserves were 1.609 billion boe, most of which lies in the
Cravo Norte Block (1.524 billion boe). Cosecha and Rondon initial
reserves were 44 million and 41 million boe, respectively. In 2011,
remaining reserves were 121 million, with 84 million boe in the Cravo
Norte Block, 18 million in the Cosecha Area and 19 million boe in the
Rondon Area. Production has been steadily declining since reaching
100,000 b/d in 2007. Production in 2011 averaged 79,000 b/d (54,000 b/d
from the Cravo Norte Block and 12,000 b/d from Cosecha and Rondon areas
each). Output from Cano Limon is exported to Covenas via a 490 mile
Ecopetrol operated pipeline. Occidental operates the fields and holds a
43.75 percent interest.
*** The GC Analysis Covers   8.9 LV%  of crude up to a TBP of   133.2  deg. C.
","CVX","CUT SET 1","11/06/18",NA,"CVX","CANOLIMON","Medium","Intermediate","CVX",NA,NA,NA,"Colombia","CNLMN296","CNLMN296.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\CNLMN296.CRU","CNLMN296",FALSE,"Cano Limon",2012,"Sweet",NA
"585","CNLM292S","Cano Limon Exp Bld '03",NA,NA,"Colombia","Santander","Latin America","Medium",NA,NA,NA,2003,"2003","Sca",NA,NA,0,0.00142,0.00994,0.028542,0.109908,0.152792,0.00852,0,0.000819,0.006357,0.018943,0.077976,0.109528,0.007262,"C","Y","W","HCSM 5.93","2/2003 SAMPLE; CVX SCA ASSAY.
CRUDE IS 0.24-0.25 WT% NITROGEN, 25F POUR, 0.11 MG KOH/G ACID,
13.7 CSTS @104F, 6.31 CSTS @158F, 5.5-5.7 WT% MCR, 42-44 PPM NI,
~20 PPM V, 5 PPM FE, NO DETECTABLE AS, CD OR HG, 0.4 PPM BA,
133 PPM CA, 0.6 PPM CO, 90 PPB CR, 280 PPB CU, 1.9 PPM K,
56 PPB MN, 5 PPM NA, 340 PPB PB, 130 PPB SE, 1055 PPM SI,
3.4 PPM ZN, 12 PPM SALT, 1.5 PPM MG.
COMPATABILITY PARAMETERS OF 42.9 VOL% CT, 0.43 PO, 0.25 RA.
*** The GC Analysis Covers  14.2 LV%  of crude up to a TBP of   168.3  deg. C.
","CVX","CUT SET 1","11/06/18","Excellent","CVX","CANOLIMON","Medium","Intermediate",NA,NA,NA,NA,NA,"CNLM292S","CNLM292S.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\CNLM292S.CRU","CNLM292S-OLDLIB",FALSE,"Cano Limon",2003,"Sweet",NA
"586","CNLM288S","Cano Limon Exp Bld '06",NA,NA,"Colombia",NA,"Latin America","Medium",NA,NA,NA,2006,"2006","Sca","CVX",NA,0,0.005737,0.011178,0.034418,0.109653,0.147057,0.010896,0,0.0033,0.007131,0.022786,0.077602,0.105155,0.009264,"C","Y","W","HCSM 5.93","VIS122 value calculated
VIS212 value calculated
WAX CVX value calculated
MERCURY <15.00
SOLVENT POWER value calculated
SOLVENT REQUIREMENT value calculated
REID VAPOUR PRESSURE value calculated
ARSENIC below detection limit
SODIUM below detection limit
SELENIUM below detection limit
*** The GC Analysis Covers   6.9 LV%  of crude up to a TBP of   131.7  deg. C.
","CVX","CUT SET 1","11/06/18","Excellent","CVX","CANOLIMON","Medium","Intermediate",NA,NA,NA,NA,NA,"CNLM288S","CNLM288S.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\CNLM288S.CRU","CNLM288S-D",FALSE,"Cano Limon",2007,"Sweet",NA
"587","CNOLM288","Cano Limon Exp Bld 1986",NA,NA,"Colombia",NA,"Latin America","Low",NA,NA,NA,1986,"1986","Obsl",NA,NA,0,0.00909,0.03434,0.06969,0.19089,0.2323,0.01111,0,0.005228,0.021906,0.046138,0.135093,0.166109,0.009446,"C","Y","W","HCSM 5.93","MAY 1986 SAMPLE FROM IRVING. CRC ANALYSIS.
CRUDE IS TRANSPORTED BY P/L FROM THE INTERIOR TO THE PORT OF
 COVENAS, A MARINE TERMINAL ON THE CARRIBEAN.  GRAVITIES OF THE
 FIELDS & ZONES ARE FROM 25-45 API WITH THE MAIN EOCENE MIRADOR
 RESERVOIR AT 30 API.
.
CRUDE QUALITIES: <5 PPM MERCAPTAN S, <0.05 MG KOH/G ACID.
  VGO CONTAINS 12-17 WT% WAX. NAPHTHALENES IN 3-400/ 4-500/
  500-660 F CUTS ARE LOW: 0.03/1.2/5.0 VOL%.
ACID IS LOW IN ATMOSPHERIC DISTILLATES BUT 0.1-0.3 MG KOH/G
  IN VGO.
.
ECOPETROL 1986 DATA: 30.8 API, 0.47 WT% S, 60 F POUR, 12.5 CSTS
   @100 F, 0.27 MG KOH/G ACID, 0.7 PSI RVP, 0.02 SCF H2S/100 GAL
   CRUDE.
1987 ECOPETROL DATA: 29.7 API, 0.5 WT% S, 5.1 WT% CONCARBON,
   FE/NI/V=2/38/15 PPM, 0.05 MG KOH/G ACID, 0 F POUR, 35F FLASH
  14.7 CSTS @ 100 F. DATA ARE IN GOOD AGREEMENT WITH CAL.
1987/MAR DATA: 32.0 API, 0.66 WT% S,0.26 MG KOH/G ACID, 6.93 CST
  @100F, 11.75 K. 1000F+ RESID: 14.6 VOL% FROM CRUDE YLD, 6.3
  API, 23 WT% CARBON RESIDUE, 100 PPM NI, 200 PPM V, 12 WT%
  ASPHALTENES, 1.53 WT% S, 355 SSF (750 CSTS) @ 275F.
*** The GC Analysis Covers  10.1 LV%  of crude up to a TBP of   148.9  deg. C.
","CVX","CUT SET 1","11/06/18","Excellent","CVX","CANOLIMON","Medium","Intermediate",NA,NA,NA,NA,NA,"CNOLM288","CNOLM288.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\CNOLM288.CRU","CNOLM288-R",FALSE,"Cano Limon",1996,"Sweet",NA
"588","CNOLM297","Cano Limon Exp Bld'92",NA,NA,"Colombia",NA,"Latin America","Low",NA,NA,NA,1992,"1992","Good",NA,NA,0.00228,0.05814,0.07296,0.21318,0.30894,0.41724,0.0228,0.000926,0.033627,0.046804,0.141927,0.219864,0.300028,0.019494,"C","Y","W","HCSM 5.93","1992 CHEVRON ANALYSIS.  WHOLE CRUDE PROPERTIES ARE:
  0.24 WT% NITROGEN, 10 F POUR, SWEET WITH <10 PPM MERCAPTANS,
  0.11 MG KOH/G ACID, 13.0 CSTS @104F, 10.6 CSTS @122F, 11.6 K,
  1.6 PSI RVP, 0.02 VOL% BENZENE.
COMPATABILITY PARAMETERS ARE 45.9 VOL% CETANE TOLERANCE,
  0.45 PO (SOLVENT POWER), 0.24 RA (SOLVENT REQUIREMENT),
  1/1/1 NAVY HEATER SPOT TEST RATING.
NAPHTHALENES IN 300-400, 400-500, AND 500-650 F DISTILLATES
  ARE 0.03, 1.53, AND 6.27 VOL%, RESPECTIVELY.
WAX IN 650-815 F/815-1050 F VGO IS 15.0/13.0 WT%.
N-PARAFFINS IN ST-300F DISTILLATE IS 29.6 WT%; IN 400-500, 7.2%;
  IN 400-500, 15.8%; IN 500-650, 17.2%; 650-815 F,14.O WT%,
  815-1050 F, 7.66 WT%.
1/13/93 CORE LAB DATA:  29.0 API DATA ARE SPARSE AND INCOMPLETE.
LOAD PORT IS COVENAS.
*** The GC Analysis Covers  11.4 LV%  of crude up to a TBP of   148.9  deg. C.
","CVX","CUT SET 1","11/06/18","Excellent","CVX","CANOLIMON","Medium","Intermediate",NA,NA,NA,NA,NA,"CNOLM297","CNOLM297.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\CNOLM297.CRU","CNOLM297-OLDLIB",FALSE,"Cano Limon",1996,"Sweet",NA
"589","CAPR407S","Caprock Ss Pl@ Wink'02",NA,NA,"USA","Texas","North America","Low",NA,NA,NA,2002,NA,"Good",NA,NA,0.005211,0.508832,0.228608,1.631641,0.961516,2.225677,0.186762,0.00226,0.314382,0.156658,1.16041,0.730978,1.709644,0.170575,"C","Y","W","HCSM 5.93","2002 SAMPLE OF CAPROCK SEMI SWEET P/L @WINK STATION; CVX SCA ASSAY.
CRUDE IS 0.38 WT% S, 725 PPM N, 1.7 PPM NI, 2.6 PPM V, 245 PPM
MERCAPTAN SULFUR, NO DETECTABLE H2S, 0.05 MG KOH/G ACID, 11.9 K, 8 PPM
FE, 73 PPB SE, 119 PPB AS, 9 PPM NA, 0.9 PPM CA, NO DETECTABLE CD, CU,
OR PB; <0.1% ASPHALTENES, 1.2 WT% MCR, 2.75 CST AT 104F, 2.23 CST AT
122F, 7.3 PSI RVP; COMPATABILITY PARAMETERS OF <92 VOL% CT, 0.37 PO,
<0.04 RA. DATA BASED ON CVX SCA PROTOCOL. DHA AND YIELDS DETERMINED.
ALL OTHER PROPERTIES WERE SYNTHESIZED USING OUR ALGORITHMS AND
EXPERIENCES. THE LEVEL OF CONFIDENCE IN THE RESULT SHOULD BE
ACCORDINGLY CAUTIOUS. ****************************************
*** The GC Analysis Covers  22.6 LV%  of crude up to a TBP of   135.2  deg. C.
","CVX","CUT SET 1","11/06/18","Limited","CVX","CAPROCK","Extra Light","Paraffinic",NA,NA,NA,NA,NA,"CAPR407S","CAPR407S.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\CAPR407S.CRU","CAPR407S-R",FALSE,"Wink",2005,"Sour",NA
"590","CAPTN192","Captain 13/22A-10(3Rd)97",NA,NA,"UK","North Sea","Europe","Medium",NA,NA,NA,1997,"1997","Fair",NA,NA,0,0,0,0,0.0114,0.01232,0.00476,0,0,0,0,0.007585,0.008282,0.003805,"C","Y","W","HCSM 5.93","ASSAY BASED ON 3RD PARTY INFORMATION DATED 1993-1997.
1995 STAR ASSAY ON 1993 SAMPLE.  WHOLE CRUDE HAS 20-21
PPM MERCAPTAN S, 1845 PPM N, 0.3 PSI RVP, 2.5 MG KOH/G
ACID, 4.1 % MCR, 12 PPM V, 6 PPM NI, 5 PPM FE, <0.1 %
PENTANES AND LIGHTER.  REPORTED FLASH IS <100F WHICH IS
NOT CONSISTENT WITH THE LIGHTENDS OR RVP DATA.
ASSAY MATERIAL BALANCE IS A BIT OFF. DATA ADJUSTED ACCORDINGLY.
BP 1997 ASSAY SHOWS 19.3 API, 0.69% S, 134 CSTS@40C,
  -27C/-15F POUR, 2.1 MG KOH/G ACID, 3.8% MCR, 0.2% ASPHAL-
  TENES, 12 PPM V, 5 PPM NI, 11.9K.
*** The GC Analysis Covers    .4 LV%  of crude up to a TBP of   144.3  deg. C.
","CVX","CUT SET 1","11/06/18","Good","CVX","CAPTAIN","Heavy","Naphthenic",NA,NA,NA,NA,NA,"CAPTN192","CAPTN192.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\CAPTN192.CRU","CAPTN192-R",TRUE,"Captain",1999,"Sweet",NA
"591","CAPTN197","Captain Exp Bld (CVX) '03",NA,NA,"UK","North Sea","Europe","Medium",NA,NA,NA,2003,"2003","C","CVX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","Y","W","HCSM 5.93","VIS212 value calculated
WAX CVX value calculated
MERCURY <15ppb
SILVER below detection limit
BERYLLIUM below detection limit
CHROMIUM below detection limit
CAESIUM below detection limit
COPPER below detection limit
PALLADIUM below detection limit
PLATINUM below detection limit
RUBIDIUM below detection limit
RHENIUM below detection limit
RUTHENIUM below detection limit
ANTIMONY below detection limit
SELENIUM below detection limit
SILICON below detection limit
THALLIUM below detection limit
TUNGSTEN below detection limit
ZINC below detection limit
*** The GC Analysis Covers    .0 LV%  of crude up to a TBP of   125.3  deg. C.
","CVX","CUT SET 1","11/06/18","Excellent","CVX","CAPTAIN","Heavy","Intermediate",NA,NA,NA,NA,NA,"CAPTN197","CAPTN197.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\CAPTN197.CRU","CAPTN197-L",TRUE,"Captain",2009,"Sweet",NA
"592","CAPTN198","Captain Exp Bld (CVX)'10",NA,NA,"UK","North Sea","Europe","Medium",NA,NA,NA,2010,"6/8/2010",NA,"CVX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","Y","W","HCSM 5.93","2010 Sample and CVX assay. Captain is a heavy, biodegraded naphthenic
crude with low pour and low wax.  It is classified as a HAC (high acid
crude) but is sufficiently wax-free that it can be used to make low VI
special lubricants.   The Captain field is located 68 miles north of
Aberdeen and  produces to a Floating Production Storage Offtake Vessel
(FPSO) named Captain.  Chevron is operator. Crude oil is exported via
shuttle tankers to customers in Northwest Europe (usual cargo size 500
thousand barrels) and to Nigg for further trans-shipping.The current
field production is approximately 80,000 barrel per day (and 10 million
standard cubic feet per day of gas). Aluminium below detection limit
Cadmium below detection limit Chromium below detection limit Copper
below detection limit Potassium below detection limit Magnesium below
detection limit Molybdenum below detection limit Phosphorus below
detection limit Lead below detection limit Compatibility - Solvent
Requirement below detection limit Tin below detection limit Titanium
below detection limit Zinc below detection limit
*** The GC Analysis Covers    .0 LV%  of crude up to a TBP of   125.2  deg. C.
","CVX","CUT SET 1","11/06/18",NA,"CVX","CAPTAIN","Heavy","Intermediate","CVX",NA,NA,NA,NA,"CAPTN198","CAPTN198.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\CAPTN198.CRU","CAPTN198",TRUE,"Captain",2010,"Sweet",NA
"593","CAPT191S","Captain Exp Bld 1999",NA,NA,"UK","North Sea","Europe","Medium",NA,NA,NA,1999,"1999","Sca","CVX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","Y","W","HCSM 5.93","1999 SAMPLE. CHEVRON SCREENING ASSAY. YIELDS AND GRAVITIES
  WERE MEASURED TOGETHER WITH WHOLE CRUDE INSPECTIONS.
  MOST OF THE OTHER RESULTS WERE DERIVED FROM OUR SCA PLATFORM.
WHOLE CRUDE IS 0.70 WT% SULFUR, 18 PPM MERCAPTAN SULFUR,
  1960 PPM TOTAL NITROGEN, 85.1 WT% CARBON, 11.7 WT%
  HYDROGEN, -20  F POUR POINT, 164 CST @ 104  F, 4.0 WT% MCR,
  2.4 MG KOH/G ACID NUMBER, 0.5 PSI RVP, 81.8 LV% CT, 1.00 Po,
  0.19 Ra, 30 PPM CA, 4 PPM NA, 5 PPM NI, 11 PPM V, 2 PPM FE.
  OTHER METALS ON THE AS-RECEIVED UNWASHED CRUDE WERE
  115 PPB PB, 25 PPB HG, 125 PPB AS, and 145 PPB SE.
*** The GC Analysis Covers       LV%  of crude up to a TBP of     0.0  deg. C.
","CVX","CUT SET 1","11/06/18","Excellent","CVX","CAPTAIN","Heavy","Naphthenic",NA,NA,NA,NA,NA,"CAPT191S","CAPT191S.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\CAPT191S.CRU","CAPT191S-R",TRUE,"Captain",2000,"Medium",NA
"594","CAPT197S","Captain Exp Bld'03",NA,NA,"UK","North Sea","Europe","Medium",NA,NA,NA,2003,"2003","Sca",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C","Y","W","HCSM 5.93","2003 SAMPLE. CHEVRON SCREENING ASSAY. YIELDS AND GRAVITIES
WERE MEASURED TOGETHER WITH WHOLE CRUDE INSPECTIONS.
MOST OF THE OTHER RESULTS WERE DERIVED FROM OUR SCA PLATFORM.
  CRUDE IS 0.6-0.7 WT% SULFUR, 17 PPM MERCAPTAN SULFUR,
  0.19 WT% TOTAL NITROGEN, -20 F POUR PT, 138 CST @104 F,
  32.2 CST @158F, 3.6 WT% MCR, 2.25 MG KOH/G ACID NUMBER,
  57 PPM CA, 44 PPM NA, 4.6 PPM NI, 5.5 PPM V, 7 PPM FE,
  280 F FLASH PT. OTHER METALS ON THE AS-RECEIVED UNWASHED
  CRUDE WERE 142 PPB PB, 115 PPB AS, and <50 PPB SE.
  COMPATABILITY PARAMETERS: >92 LV% CT, 0.61 Po, <0.04 Ra.
CRUDE IS NEARLY WAX-FREE WITH LESS THAN 2% N-PARAFFINS AND
IS HIGH FLASH/LOW RVP.
*** The GC Analysis Covers    .7 LV%  of crude up to a TBP of   170.1  deg. C.
","CVX","CUT SET 1","11/06/18","Excellent","CVX","CAPTAIN","Heavy","Intermediate",NA,NA,NA,NA,NA,"CAPT197S","CAPT197S.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\CAPT197S.CRU","CAPT197S-R",TRUE,"Captain",2003,"Medium",NA
"595","CRDSWT375","Cardium Sweet (MAX) Mar '12",NA,NA,"Canada","Alberta","North America","Low",NA,NA,NA,2012,"3/1/2012",NA,"PENN WEST PETROLEUM",NA,0.0797,0.229191,0.194464,0.680252,0.68086,1.109002,0.151809,0.033926,0.138974,0.130784,0.474799,0.507995,0.836045,0.136075,"C","Y","W","HCSM 5.93","Cardium Sweet crude oil is a light sweet crude oil (37.5 degrees API,
0.16 wt percent sulfur) produced from the Cardium Formation in the
Alberta Basin in central Canada.
*** The GC Analysis Covers  17.4 LV%  of crude up to a TBP of   134.6  deg. C.
","CVX","CUT SET 1","11/06/18",NA,"CVX","CARDIUMSWT","Light","Paraffinic","Maxxam",NA,NA,NA,"Alberta","CRDSWT375","CRDSWT375.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\CRDSWT375.CRU","CRDSWT375",FALSE,"Cardium Sweet",2012,"Sweet",NA
"596","CARPT173","Caripito 17(Lyondl)'97",NA,NA,"Venezuela","West","Latin America","High",NA,NA,NA,1997,"1997","Poor",NA,NA,0,0.02255,0.0473,0.1375,0.1595,0.19855,0.03245,0,0.012039,0.028009,0.084501,0.10478,0.13179,0.02561,"C","Y","W","HCSM 5.93","REPORT RECEIVED FROM PDVSA, ANALYSIS COMPLETED BY LYONDELL
  LAB IN MAY 1997. WHOLE CRUDE HAS 1.96 wt% SULFUR,
  1.39 mgKOH/g ACID, 3700 Ppm N, 234 ppm V, 87 ppm Ni.
DATA ARE POOR AND INCOMPLETE: SOME DATA SUSPECT!
NO CRUDE OR RESID POUR OR VISCOSITY.
Smoke point as reported improves with boiling point!
Material balance is short: blends back to only 17.0API.
*** The GC Analysis Covers   5.5 LV%  of crude up to a TBP of   149.3  deg. C.
","CVX","CUT SET 1","11/06/18","Good","CVX","CARIPITBLD","Heavy","Naphthenic",NA,NA,NA,NA,NA,"CARPT173","CARPT173.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\CARPT173.CRU","CARPT173-R",FALSE,"Caripito",2001,NA,NA
"597","CARPT240","Caripito 24(Pdvsa)'96",NA,NA,"Venezuela","West","Latin America","High",NA,NA,NA,1996,"1996","Awfl",NA,NA,0,0.2916,0.324,0.648,0.62208,0.729,0.09072,0,0.162693,0.200495,0.416159,0.427063,0.505672,0.074822,"C","Y","W","HCSM 5.93","REPORT RECEIVED FROM PDVSA, ASSAY COMPLETED ON
AUGUST 1996. ASSAYING LAB UNCERTAIN.  QUALITY IS AWFUL--
  NO DHA, INCOMPLETE.
WHOLE CRUDE HAS 1.64 wt% SULFUR, 11.7-11.9K, 0.5 mg KOH/g
  ACID, 58F FLASH PT, -40F POUR PT, 0.36 wt% N, 106 ppm V,
  30 ppm Ni, 12 ppm Na, 13 LB SALT/BBL, 85 PPM
  MERCAPTANS ALTHOUGH DISTILLATES APPEAR SWEET.
*** The GC Analysis Covers  16.2 LV%  of crude up to a TBP of   175.7  deg. C.
","CVX","CUT SET 1","11/06/18","Good","CVX","CARIPITBLD","Medium","Naphthenic",NA,NA,NA,NA,NA,"CARPT240","CARPT240.cru","C:\USERS\00053867\DESKTOP\DATA ANALYTICS-CRUDE\CHEVRON -BASE\CARPT240.CRU","CARPT240-R",FALSE,"Caripito",2001,"Sour",NA
